train_loss,batch_id,epoch,step,val_loss
0.7603992223739624,49,0,49,
0.1880931556224823,99,0,99,
0.3778601884841919,149,0,149,
0.14642766118049622,199,0,199,
0.16658079624176025,249,0,249,
0.32143768668174744,299,0,299,
0.0025828927755355835,349,0,349,
0.23908944427967072,399,0,399,
0.07470404356718063,449,0,449,
0.13009868562221527,499,0,499,
0.3758348524570465,549,0,549,
0.17717349529266357,599,0,599,
0.3422623574733734,649,0,649,
0.1695929914712906,699,0,699,
0.05401349440217018,749,0,749,
0.08469449728727341,799,0,799,
0.15747258067131042,849,0,849,
0.12157909572124481,899,0,899,
,,0,937,0.03799393028020859
,,0,937,0.0065759653225541115
,,0,937,0.038942720741033554
,,0,937,0.20756089687347412
,,0,937,0.1739431470632553
,,0,937,0.2130824327468872
,,0,937,0.02423565462231636
,,0,937,0.30266550183296204
,,0,937,0.0033893263898789883
,,0,937,0.2709979712963104
,,0,937,0.0949813649058342
,,0,937,0.059251509606838226
,,0,937,0.037478968501091
,,0,937,0.20617789030075073
,,0,937,0.24600236117839813
,,0,937,0.14958219230175018
,,0,937,0.03044196404516697
,,0,937,0.021406225860118866
,,0,937,0.04321412369608879
,,0,937,0.43519327044487
,,0,937,0.27835315465927124
,,0,937,0.061949316412210464
,,0,937,0.009999128058552742
,,0,937,0.09147334098815918
,,0,937,0.004283180460333824
,,0,937,0.4012131989002228
,,0,937,0.3193349242210388
,,0,937,0.15224801003932953
,,0,937,0.006944739725440741
,,0,937,0.5081080794334412
,,0,937,0.02032625488936901
,,0,937,0.12671925127506256
,,0,937,0.16454972326755524
,,0,937,0.3315677344799042
,,0,937,0.1130640059709549
,,0,937,0.3134726583957672
,,0,937,0.10723891109228134
,,0,937,0.2678138017654419
,,0,937,0.10394998639822006
,,0,937,0.0902419313788414
,,0,937,0.16601024568080902
,,0,937,0.14568565785884857
,,0,937,0.16869395971298218
,,0,937,0.09292495250701904
,,0,937,0.05718063563108444
,,0,937,0.09631403535604477
,,0,937,0.15486572682857513
,,0,937,0.0673939660191536
,,0,937,0.3845263719558716
,,0,937,0.05210944265127182
,,0,937,0.032317545264959335
,,0,937,0.045063771307468414
,,0,937,0.05191144347190857
,,0,937,0.043837469071149826
,,0,937,0.0723072811961174
,,0,937,0.14115820825099945
,,0,937,0.02783064916729927
,,0,937,0.031937453895807266
,,0,937,0.4477803707122803
,,0,937,0.0804637148976326
,,0,937,0.024066098034381866
,,0,937,0.2380615472793579
,,0,937,0.2346295565366745
,,0,937,0.005893460009247065
,,0,937,0.005850014742463827
,,0,937,0.12470652908086777
,,0,937,0.007223482243716717
,,0,937,0.15996026992797852
,,0,937,0.16316114366054535
,,0,937,0.14176113903522491
,,0,937,0.21189849078655243
,,0,937,0.08158432692289352
,,0,937,0.06314150243997574
,,0,937,0.19178682565689087
,,0,937,0.3140571415424347
,,0,937,0.32335951924324036
,,0,937,0.05242490768432617
,,0,937,0.3489658534526825
,,0,937,0.002516825683414936
,,0,937,0.08848706632852554
,,0,937,0.06370224803686142
,,0,937,0.0012963581830263138
,,0,937,9.023866368806921e-06
,,0,937,4.913385055260733e-06
,,0,937,5.40150904271286e-05
,,0,937,7.734908649581484e-06
,,0,937,0.0005778796039521694
,,0,937,0.2914057970046997
,,0,937,0.00018819738761521876
,,0,937,0.31725114583969116
,,0,937,0.10999464243650436
,,0,937,0.17402653396129608
,,0,937,0.09045368432998657
,,0,937,0.42541202902793884
,,0,937,0.28649067878723145
,,0,937,0.08963949978351593
,,0,937,0.17929169535636902
,,0,937,0.0004190949257463217
,,0,937,0.04792584106326103
,,0,937,0.0026390990242362022
,,0,937,0.003578922478482127
,,0,937,0.00022731539502274245
,,0,937,0.45019057393074036
,,0,937,0.15194201469421387
,,0,937,0.00026010535657405853
,,0,937,0.0037264812272042036
,,0,937,0.12219636142253876
,,0,937,0.00043539173202589154
,,0,937,7.804617052897811e-05
,,0,937,1.9576418708311394e-05
,,0,937,1.4377090337802656e-05
,,0,937,0.001163441687822342
,,0,937,0.017610682174563408
,,0,937,0.10790235549211502
,,0,937,0.10145056247711182
,,0,937,0.011493327096104622
,,0,937,0.17657551169395447
,,0,937,0.008722880855202675
,,0,937,0.00012018551933579147
,,0,937,0.0002873736375477165
,,0,937,0.0010174841154366732
,,0,937,0.0003535842406563461
,,0,937,0.03785634785890579
,,0,937,0.0011923162965103984
,,0,937,3.416946856305003e-05
,,0,937,0.0018618896137923002
,,0,937,0.008770895190536976
,,0,937,0.09228469431400299
,,0,937,0.21760553121566772
,,0,937,0.3999396860599518
,,0,937,0.057229120284318924
,,0,937,0.06606414914131165
,,0,937,0.022447660565376282
,,0,937,0.15487085282802582
,,0,937,0.0002096658427035436
,,0,937,5.4571723921981174e-06
,,0,937,1.8290693333256058e-06
,,0,937,0.0005617537535727024
,,0,937,6.418125121854246e-05
,,0,937,0.0002846602292265743
,,0,937,0.01283409632742405
,,0,937,0.03141838684678078
,,0,937,2.3675744159845635e-05
,,0,937,0.0019071560818701982
,,0,937,0.000392234098399058
,,0,937,0.0008309137192554772
,,0,937,7.227549940580502e-05
,,0,937,3.813455259660259e-05
,,0,937,0.0784965232014656
,,0,937,0.04400322958827019
,,0,937,0.3535924553871155
,,0,937,0.4041483998298645
,,0,937,0.2972047030925751
,,0,937,0.0759497731924057
,,0,937,0.08881157636642456
,,0,937,0.12988965213298798
,,0,937,0.01868380419909954
